booking_id,hotel_name,category,price,rating,country,created_date,rooms_booked,customer_email
1900,Luna Group Hotel,family,173.83,4.0,UK,2025-03-13,4.0,SLARA@EXAMPLE.ORG
7957,Sanchez-Huber Hotel,Resort,238.1,3.9,Canada,2025-05-20,5.0,eatonkelly@example.com
5949,Ramos Group Hotel,Budget,160.1,4.0,Italy,2025-01-22,1.0,rolson@example.org
2602,"Johnston, Bennett and Jordan Hotel",family,177.65,4.1,Spain,2025-06-23,4.0,tammyhoffman@example.com
6933,Bradley Group Hotel,family,156.36,4.5,UK,2024.05.24,2.0,mlane@example.com
7533,Sawyer-Jones Hotel,Resort,396.3,4.5,Australia,2025-11-09,1.0,tmorrison@example.net
5104,Terry and Sons Hotel,Boutique,362.86,4.4,France,2025-11-22,1.0,lesliewilson@example.net
2955,Henderson-Cardenas Hotel,Family,111.6,2.8,Spain,2025-01-20,4.0,evansjames@example.com
1092,Mcguire-Davis Hotel,Boutique,213.0,3.1,Italy,2024-11-24,3.0,richardsanchez@example.net
6853,Williams Inc Hotel,budget,60.34,3.6,UAE,2024-11-20,1.0,ygray@example.org
9204,Gray Inc Hotel,Business,165.04,2.7,France,2025-03-09,2.0,KRISTENSCHAEFER@EXAMPLE.NET
10885,"White, Thomas and Wood Hotel",Budget,184.55,3.7,Japan,2024-11-05,4.0,PAMELAWRIGHT@EXAMPLE.ORG
6364,Conrad Ltd Hotel,Family,81.07,3.1,France,2025-02-01,2.0,KIMBERLYPORTER@EXAMPLE.ORG
8089,Williams Inc Hotel,budget,180.84,3.4,France,08/05/2024,5.0,christina11@example.com
9909,"Jimenez, Mason and Hunter Hotel",Business,198.61,,Australia,2025-05-28,5.0,gonzalesdonald@example.org
2586,Mccarty LLC Hotel,luxury,407.66,2.6,Thailand,2024-09-02,1.0,umontes@example.org
8634,Barker LLC Hotel,Boutique,335.37,2.9,USA,2025-11-24,3.0,LONGTAMMY@EXAMPLE.ORG
9167,Singleton-Rodriguez Hotel,business,240.95,4.7,Germany,2025-09-22,4.0,ERICCISNEROS@EXAMPLE.ORG
8946,Anderson-Woods Hotel,Business,293.49,3.5,Singapore,2025-12-01,1.0,MARKSVERONICA@EXAMPLE.NET
5209,Brown-Sexton Hotel,Budget,,3.6,USA,2024-11-26,4.0,JOSEPHREYNOLDS@EXAMPLE.NET
12115,Levy and Sons Hotel,Business,196.04,4.1,Italy,2024-12-12,5.0,anna82@example.com
2084,"Young, Romero and Gordon Hotel",Resort,405.96,5.0,France,2024-05-31,4.0,adamslucas@example.net
11284,Montgomery-Underwood Hotel,family,74.68,3.8,Singapore,2024.06.10,4.0,thomasprice@example.org
9151,Stanley LLC Hotel,Luxury,441.13,3.4,Canada,07/02/2025,3.0,tammycooke@example.org
9249,Aguirre LLC Hotel,Resort,247.1,4.6,Germany,2025.09.20,4.0,bclark@example.net
7145,Mays-Washington Hotel,Budget,214.27,4.8,Thailand,2024-11-16,1.0,JOHNSMICHAEL@EXAMPLE.ORG
3168,Austin Group Hotel,business,223.15,3.2,Spain,01/10/2025,4.0,mallorycarter@example.org
12820,Mayer-Wilson Hotel,Family,82.71,4.5,Japan,2025-07-14,1.0,brittneydunn@example.org
6350,Patton-Contreras Hotel,Boutique,291.66,3.7,Germany,2024-12-22,2.0,ashley16@example.org
4069,"Suarez, Barrera and Stewart Hotel",boutique,,3.2,UAE,2025-03-25,4.0,josephlee@example.net
9035,"Mcpherson, Garcia and White Hotel",Luxury,395.11,3.5,UAE,2025-05-13,3.0,BRENDAN89@EXAMPLE.NET
8487,Martinez-Nguyen Hotel,family,88.51,3.6,USA,08/03/2024,3.0,SARAH83@EXAMPLE.NET
3325,Young PLC Hotel,Luxury,496.7,4.2,Spain,2024-11-30,4.0,EWEST@EXAMPLE.ORG
1408,"Holmes, Carson and Green Hotel",Family,145.32,3.8,Spain,10/09/2025,5.0,DAVID41@EXAMPLE.ORG
11128,Barrett-Lopez Hotel,Boutique,264.98,2.7,USA,2025-02-18,5.0,lopezsamuel@example.org
2493,Marshall Group Hotel,Boutique,183.43,4.0,France,2024-09-29,5.0,ANTHONYBRYANT@EXAMPLE.NET
8406,Wilson-Charles Hotel,Boutique,223.0,4.4,France,2025-11-20,3.0,APRIL63@EXAMPLE.COM
11467,Jennings Ltd Hotel,Budget,61.91,3.6,Thailand,2024-03-30,5.0,bailey35@example.net
6646,Parker Ltd Hotel,luxury,388.61,4.1,Spain,2025-05-12,3.0,dianelewis@example.net
8199,"Weeks, Frank and Wright Hotel",Luxury,364.9,2.6,France,2025-02-03,4.0,johnsonmiguel@example.com
6910,"Mitchell, Choi and Rivers Hotel",Business,,4.4,UAE,2025-10-23,1.0,stephanieavila@example.com
8968,"Robinson, Hernandez and Dawson Hotel",Family,,4.0,Japan,2025-06-08,1.0,LAURA04@EXAMPLE.NET
3766,Sanchez-Barnett Hotel,Luxury,305.09,3.0,Canada,2025-04-15,5.0,debbiejackson@example.net
4781,"Kirby, Barrera and West Hotel",Luxury,400.95,4.8,Thailand,2024-08-31,1.0,MARYBLACKWELL@EXAMPLE.COM
7978,Tanner-Rosales Hotel,Resort,367.72,3.7,Japan,2024-12-03,1.0,TYLERMARTINEZ@EXAMPLE.ORG
10522,Cruz-Wilcox Hotel,Budget,137.86,5.0,Singapore,2024.10.21,3.0,smithmichelle@example.org
4369,Bradley LLC Hotel,boutique,189.43,4.9,USA,2025-12-16,3.0,oenglish@example.com
7875,"Bennett, Wallace and Frost Hotel",budget,194.01,4.6,Japan,2025.12.26,2.0,SEDWARDS@EXAMPLE.NET
5381,Hines and Sons Hotel,Budget,34.52,3.1,France,2025-08-20,5.0,stephanie49@example.com
3167,Ray-Blair Hotel,Family,127.05,3.3,Thailand,2025-03-06,3.0,travisyoung@example.com
9852,"Shannon, Wheeler and Lee Hotel",Boutique,170.76,4.5,Italy,2025-05-05,3.0,tatedana@example.com
5786,"Lane, Harrison and Martinez Hotel",Luxury,343.68,3.0,Thailand,2025-09-05,3.0,DUANE01@EXAMPLE.NET
5475,"Bryant, Kent and Harrison Hotel",Family,117.66,4.0,USA,2024.05.29,5.0,ERICAMILLER@EXAMPLE.COM
4187,Henry-Gonzalez Hotel,Budget,103.54,3.5,Germany,2025-08-12,2.0,charlesewing@example.com
6349,Young and Sons Hotel,Business,229.07,4.4,UAE,2025-12-15,2.0,DCOLLINS@EXAMPLE.NET
7601,Cook Group Hotel,Boutique,215.51,4.8,Japan,2024-08-25,2.0,deanna22@example.net
4492,Maddox Inc Hotel,luxury,374.13,3.0,Canada,2025-02-25,2.0,brendaporter@example.com
1001,Garza Inc Hotel,Boutique,282.25,4.3,Japan,2025-07-21,2.0,davisjesse@example.net
9075,"Gardner, Alvarez and Welch Hotel",Resort,398.17,3.9,Germany,18/06/2024,5.0,WRIGHTJULIE@EXAMPLE.COM
4082,Miller-Richards Hotel,Budget,40.05,3.7,UK,2026-01-02,4.0,angelathompson@example.com
2350,Spencer-Gallegos Hotel,Luxury,469.19,4.3,Italy,2025-05-13,2.0,jenna62@example.com
7158,"Buckley, Price and Berger Hotel",resort,417.31,2.6,Italy,2024-10-10,,ZWALTERS@EXAMPLE.ORG
3088,George LLC Hotel,Family,116.43,3.7,Spain,2025-03-16,4.0,ewilliams@example.org
10263,Hinton and Sons Hotel,budget,100.25,4.8,Japan,04/05/2024,4.0,cmcdonald@example.org
8907,Craig-Parker Hotel,Boutique,255.12,2.6,UAE,2024-09-28,5.0,sbradford@example.org
9518,Todd PLC Hotel,luxury,329.25,3.0,Canada,2024-06-09,5.0,jordanwallace@example.org
1330,Lam-Elliott Hotel,budget,65.14,4.0,Italy,03/03/2025,1.0,WHITEMELISSA@EXAMPLE.ORG
11103,Hughes-Cooper Hotel,business,,2.6,UAE,2024-06-30,3.0,cbrooks@example.com
3344,Clark-Parker Hotel,Resort,,3.2,UK,2024-10-06,5.0,kelly15@example.com
3459,"Kemp, Gamble and Wright Hotel",Boutique,346.87,4.5,UK,17/06/2024,3.0,yolandamarks@example.net
7321,Wilson PLC Hotel,Luxury,331.22,3.6,Thailand,2024-05-20,5.0,NICHOLAS39@EXAMPLE.COM
5003,"Newman, Simmons and Flynn Hotel",Family,164.71,3.7,USA,2025.11.08,1.0,MATTHEW92@EXAMPLE.ORG
10340,Mcdaniel-Williams Hotel,Boutique,319.97,4.3,Australia,2025-04-22,1.0,gillespiegrant@example.net
2091,Hardy LLC Hotel,Budget,72.95,3.9,France,2025-09-17,2.0,gclark@example.com
1073,Castaneda-Ashley Hotel,Resort,382.07,2.8,France,2024.03.23,1.0,VMEDINA@EXAMPLE.NET
10511,Olson-Bradley Hotel,budget,113.04,3.0,UAE,2025-09-10,3.0,JOSEPHDELGADO@EXAMPLE.NET
7973,"Carney, Sandoval and Johnson Hotel",Resort,,4.5,Germany,2025-02-01,4.0,qdavis@example.com
4011,Rivera-Garcia Hotel,Family,72.57,4.9,USA,2024-03-30,5.0,brittanyhubbard@example.com
9309,Burgess LLC Hotel,Business,183.14,3.3,Italy,2026-01-29,2.0,douglasstanley@example.org
8841,Petty-Patrick Hotel,Budget,59.71,2.9,Australia,01/01/2025,1.0,jaredsmith@example.org
11626,"Morgan, Evans and Bryant Hotel",Business,224.61,2.5,Spain,2024-10-08,1.0,carlajuarez@example.com
10581,Graves Ltd Hotel,Resort,389.46,4.4,Italy,2025-05-13,1.0,uthomas@example.com
1041,"Rice, Contreras and Spencer Hotel",Boutique,171.18,4.4,Japan,2024-08-29,2.0,mcmillandennis@example.org
3559,Gutierrez-Peters Hotel,family,77.6,4.0,Thailand,2024-11-09,2.0,michellejenkins@example.org
12313,Wilson Ltd Hotel,Luxury,320.81,4.0,Thailand,18/12/2025,5.0,tanner38@example.org
3337,Bowen-Randolph Hotel,budget,136.13,2.9,France,2024-11-25,2.0,ROBINCOOPER@EXAMPLE.ORG
3142,Cuevas-Holt Hotel,business,193.98,2.8,Italy,2025-11-28,2.0,joneseric@example.org
1318,Murray-Oconnor Hotel,Boutique,171.13,4.8,USA,2025-09-27,5.0,gary87@example.org
10734,"Grimes, Johnson and Spencer Hotel",resort,349.19,4.0,USA,2025-10-28,3.0,margaretmoore@example.org
10394,"Howe, Anthony and Swanson Hotel",Business,,4.5,Germany,2025-02-04,4.0,abbottmary@example.org
11044,"Randolph, Haas and Sharp Hotel",Boutique,,3.4,France,07/07/2024,2.0,WOODWARDPATRICIA@EXAMPLE.COM
9028,"Campbell, Turner and Pollard Hotel",Resort,240.5,4.1,UK,2025-02-26,2.0,ASHLEY28@EXAMPLE.ORG
6322,"Reynolds, Barry and Cobb Hotel",luxury,378.46,3.0,UK,2025-06-28,4.0,charles76@example.com
10697,Obrien-Diaz Hotel,Budget,173.74,3.1,Canada,2025-01-26,5.0,SANDRAWILLIAMS@EXAMPLE.NET
11611,"Ramirez, Cunningham and Foster Hotel",Resort,241.89,3.2,USA,2025.02.02,2.0,meghan60@example.org
10591,"Harris, Hayes and Rogers Hotel",Budget,208.9,4.5,Canada,2024-10-01,1.0,JENNIFER87@EXAMPLE.NET
9492,Williams-Reynolds Hotel,Budget,82.34,3.4,Thailand,2025-06-16,4.0,wbarton@example.org
9922,"Porter, James and Hull Hotel",Business,164.96,5.0,France,2025-12-20,5.0,campbellroy@example.org
7188,Smith-Rojas Hotel,Boutique,246.92,4.5,France,2024-10-05,2.0,zmarshall@example.net
10137,Smith-Lester Hotel,Budget,208.21,4.0,Singapore,2025.08.03,2.0,snorton@example.com
9603,James Group Hotel,Budget,101.03,4.2,Canada,16/05/2025,2.0,joebright@example.org
4116,Hopkins-Khan Hotel,Family,242.49,3.2,Italy,2025-07-17,4.0,stonelisa@example.net
7252,West-Diaz Hotel,Boutique,205.66,4.4,UAE,2025-12-29,4.0,yturner@example.org
1085,Patel-Stanley Hotel,family,158.68,4.6,UK,2024-03-31,1.0,huntermatthew@example.com
10787,"Moore, Snow and Anderson Hotel",luxury,435.56,4.0,Spain,2025-09-13,1.0,emily55@example.net
3470,"Dunn, Collins and Hunter Hotel",Luxury,383.24,4.7,Italy,2024-06-04,2.0,haley15@example.com
7878,Hamilton LLC Hotel,Boutique,295.77,3.2,Germany,2024-04-30,5.0,AMBERQUINN@EXAMPLE.COM
8640,Romero and Sons Hotel,Business,275.37,2.7,Singapore,2025-05-15,1.0,susanthomas@example.net
2035,"Myers, Butler and Pugh Hotel",Family,258.87,3.6,UAE,2025.05.25,3.0,laura29@example.org
7838,Lopez and Sons Hotel,luxury,337.05,4.0,Thailand,2025-09-15,5.0,MCBRIDEWENDY@EXAMPLE.ORG
10906,"Frederick, Miller and Keller Hotel",Resort,385.1,4.8,Germany,2024-09-04,1.0,YCOOPER@EXAMPLE.ORG
7798,Serrano-Barrera Hotel,Budget,168.84,2.8,UAE,2025-07-06,1.0,christiancohen@example.com
3473,Jones Inc Hotel,Business,298.14,3.6,USA,2025-04-01,2.0,dvega@example.org
7436,Logan-Turner Hotel,Boutique,,3.8,Italy,2024-05-12,2.0,qnelson@example.org
7148,Little and Sons Hotel,Budget,82.22,3.6,Italy,2024-06-20,1.0,ashley66@example.com
6775,Tucker Ltd Hotel,Family,,,UAE,2024-09-18,4.0,anthonydavis@example.net
3714,"Griffin, Brown and Thompson Hotel",Luxury,493.6,2.6,France,2025-06-20,4.0,egill@example.com
9285,Yang-Marshall Hotel,Budget,,4.0,UAE,2026-01-20,1.0,lisa33@example.org
5439,Waller-Hansen Hotel,business,149.35,2.8,Australia,2026-02-27,4.0,dellis@example.com
9828,"Barrett, Downs and Harvey Hotel",Family,223.21,2.7,Thailand,2025-12-01,2.0,christopher62@example.net
10169,Wilson Ltd Hotel,Business,176.77,3.1,Japan,2025-04-15,4.0,halexander@example.com
12994,Garcia LLC Hotel,Boutique,273.81,4.1,Italy,23/08/2024,1.0,jwilliams@example.net
7470,"Stewart, Craig and Fernandez Hotel",family,,3.9,Italy,2025.03.24,2.0,christophermontgomery@example.net
9610,Harmon-Patterson Hotel,Budget,40.91,4.4,Germany,2026.02.12,2.0,davidbecker@example.net
11210,Miller LLC Hotel,Business,313.94,4.8,Australia,28/07/2024,1.0,matthewbond@example.com
11690,"Sanchez, Garcia and David Hotel",Boutique,200.0,3.1,UK,2026-01-14,3.0,xrobinson@example.org
7418,Diaz PLC Hotel,Boutique,296.98,4.7,Australia,2025-01-26,5.0,caldwelldavid@example.net
8058,"Wood, Mcintosh and Davis Hotel",Boutique,280.06,4.8,Germany,2025-05-21,1.0,joshua24@example.org
10316,"Boyd, Watts and Rosales Hotel",Budget,175.2,2.8,Germany,2025-08-07,3.0,brownstephen@example.org
3531,"Meyers, Hendricks and Adams Hotel",Budget,82.57,2.7,Singapore,01/07/2025,5.0,nwilliams@example.org
1898,Kerr LLC Hotel,luxury,301.56,4.2,Australia,2025-02-08,3.0,bhernandez@example.com
2470,"Grant, Martin and Tucker Hotel",Business,275.84,,USA,2024-08-27,1.0,marshalexis@example.org
11939,Arnold-Wilkins Hotel,Family,259.78,4.6,France,2024-09-14,5.0,vmartin@example.com
1958,"Porter, Guerrero and Holloway Hotel",Resort,232.32,4.2,Japan,2026-01-07,5.0,oadams@example.net
2983,Roach LLC Hotel,family,202.98,3.9,USA,2024-06-28,,joseconrad@example.org
10778,Alvarez-Wiley Hotel,Family,177.17,4.6,Spain,08/08/2025,5.0,AUSTINHODGE@EXAMPLE.ORG
4404,Adams LLC Hotel,Business,252.12,2.9,USA,12/06/2025,2.0,johnsweeney@example.net
1465,Wood-Griffin Hotel,Business,280.55,3.5,UAE,2024-12-08,3.0,SCOTT43@EXAMPLE.COM
9972,Morgan-Clarke Hotel,budget,39.33,3.2,Italy,2024-06-15,1.0,nealemily@example.org
4101,Harrison-Jacobson Hotel,resort,,3.6,Thailand,2025-06-15,3.0,thomas60@example.com
6706,Jones-Figueroa Hotel,Family,242.75,2.9,Thailand,2025.07.24,3.0,christopher06@example.com
10305,"Avila, Hamilton and Greene Hotel",Boutique,368.1,4.8,Germany,2025.01.17,1.0,BTAYLOR@EXAMPLE.ORG
3864,Flowers-Miller Hotel,Resort,281.65,2.7,France,2025-10-15,5.0,barbara09@example.net
1868,Williams Group Hotel,budget,21.45,3.0,USA,2025-10-12,1.0,SIMMONSPHILLIP@EXAMPLE.NET
12005,James and Sons Hotel,Business,212.71,,Singapore,2024-11-09,5.0,odommary@example.org
10797,"Mitchell, Lamb and Chang Hotel",Budget,64.86,2.8,Italy,2024-10-31,5.0,karen58@example.net
5764,"Allen, Gallagher and Jones Hotel",Luxury,402.5,3.0,Australia,2025-05-23,3.0,jenningsjennifer@example.net
11896,Davis and Sons Hotel,luxury,488.57,3.7,Japan,2025-07-20,3.0,barbara07@example.com
10405,Gallagher Inc Hotel,family,97.09,2.9,Australia,2025-07-13,5.0,jhernandez@example.net
9158,Crawford-Vasquez Hotel,business,281.82,2.8,Australia,2024-08-18,3.0,BONNIE28@EXAMPLE.ORG
12954,Taylor-Wiggins Hotel,Business,307.79,2.6,Canada,2026-02-05,5.0,james37@example.org
3929,Duncan-Barber Hotel,Business,152.34,3.9,Singapore,2025-05-10,2.0,philliphayden@example.net
7210,"Moreno, Williams and Byrd Hotel",Resort,426.11,3.2,UK,2025.03.29,2.0,penny89@example.org
7125,Chaney-Nash Hotel,resort,261.31,2.5,Germany,2025-08-02,1.0,MICHELLEHARRINGTON@EXAMPLE.ORG
5219,"Whitehead, Jackson and Simmons Hotel",Family,125.09,3.1,UAE,2026.02.24,1.0,vbowman@example.com
9129,Savage-Pearson Hotel,Family,83.24,3.4,Singapore,08/06/2024,3.0,nnichols@example.com
2981,Wallace-Daniel Hotel,Resort,253.16,4.5,Singapore,2025-11-05,,coltonrichardson@example.net
9122,"Cobb, Navarro and Rowe Hotel",Budget,31.98,4.5,Australia,2024-09-10,4.0,JENNIFER19@EXAMPLE.NET
12032,"Sullivan, Jones and Thomas Hotel",family,244.41,3.6,Singapore,2025-05-10,5.0,orozcocarlos@example.org
11854,"Orr, Lowe and Shaw Hotel",Business,184.53,3.4,UK,2025-11-19,5.0,TROYFLORES@EXAMPLE.COM
11398,Brooks-Mccoy Hotel,luxury,348.97,3.7,Germany,2025-10-08,1.0,RACHELWHITE@EXAMPLE.ORG
5418,Hoffman-Lopez Hotel,Resort,261.67,4.1,Thailand,2025-02-10,1.0,chess@example.org
10132,"Ball, Cooper and Rose Hotel",Resort,413.8,4.7,Italy,2024-03-22,3.0,HILLKELLY@EXAMPLE.NET
11810,Snow LLC Hotel,Family,224.53,3.1,Germany,2025-06-27,4.0,monicawilliams@example.com
11645,Anthony and Sons Hotel,Business,219.54,3.2,Italy,2024.08.29,2.0,OSNOW@EXAMPLE.NET
10763,Weaver Group Hotel,resort,410.84,2.5,Germany,2025-12-09,2.0,valerie71@example.com
8298,"Morrison, Carpenter and Cunningham Hotel",Family,100.54,3.8,Japan,2024-04-09,5.0,williamnixon@example.org
9279,Benton-Adams Hotel,Business,323.87,3.2,Canada,2024.11.27,2.0,pwatson@example.com
6421,"Sanchez, Estrada and Browning Hotel",Resort,257.88,4.8,Australia,2025-04-26,3.0,francomarcus@example.net
5802,"Gray, Serrano and Murray Hotel",Business,232.76,3.1,UK,2025-06-14,4.0,drakeamanda@example.com
2111,Benjamin Inc Hotel,luxury,,3.2,Germany,2026-02-09,5.0,APRIL31@EXAMPLE.NET
4254,Black LLC Hotel,Family,262.81,2.6,Spain,2024-07-05,3.0,jasonphillips@example.net
4544,"Hicks, Fowler and Chandler Hotel",Business,196.71,,France,2024-04-14,5.0,MITCHELLDANIELLE@EXAMPLE.ORG
8666,Smith LLC Hotel,Resort,412.2,3.2,Thailand,2026.01.06,4.0,beckjean@example.com
11632,"Woods, Pope and Mendoza Hotel",Luxury,433.64,3.1,Singapore,2025-11-15,4.0,james64@example.net
9678,Bond PLC Hotel,Business,224.62,3.0,Australia,2024-11-14,1.0,janetrandall@example.net
9877,Smith LLC Hotel,resort,247.33,4.0,Spain,2025-03-06,2.0,jessica26@example.com
3102,Murphy-Hicks Hotel,Luxury,429.24,3.8,Canada,2024.10.13,3.0,zkaufman@example.org
6562,Gillespie-Jackson Hotel,Budget,44.13,4.1,Spain,2024-06-15,2.0,jensencharles@example.org
11088,"Morales, Johnson and Shah Hotel",boutique,335.88,3.3,Italy,2024-09-05,4.0,DSTEWART@EXAMPLE.NET
12509,Webb PLC Hotel,Budget,51.68,3.5,Singapore,2024-06-19,3.0,BONNIE20@EXAMPLE.ORG
5828,Wu-Hernandez Hotel,Luxury,348.67,4.2,Spain,2026-02-22,1.0,jacqueline69@example.net
5265,Hunt and Sons Hotel,Resort,269.2,3.4,Australia,2025-12-03,2.0,emcdaniel@example.net
6339,Green Inc Hotel,Business,234.39,4.6,Thailand,2024.07.03,1.0,zamoramichael@example.org
5664,Henderson PLC Hotel,Budget,16.26,3.5,Australia,2025-11-11,2.0,martinezmichael@example.org
10430,"Haynes, Wilson and Ramirez Hotel",Luxury,334.69,3.8,UK,2026-01-24,5.0,jmorse@example.com
2219,Drake-Smith Hotel,Family,233.35,3.9,Japan,05/06/2025,2.0,ihardy@example.org
10187,Hernandez-Frey Hotel,Resort,,3.1,USA,18/02/2025,4.0,monicagomez@example.org
10743,Taylor-Thomas Hotel,Boutique,293.71,4.3,USA,2024-06-27,5.0,elizabethmiller@example.com
4382,Lindsey-Jones Hotel,Resort,237.7,3.5,UAE,2025-09-12,2.0,ndavis@example.net
8127,Thomas-Day Hotel,Business,189.87,2.6,Spain,2026-02-14,4.0,ANGELAFLOWERS@EXAMPLE.NET
5600,Grant-Davis Hotel,Budget,193.88,4.2,France,2024-11-02,5.0,parkerjennifer@example.org
9704,Hamilton-Williams Hotel,Budget,,2.9,Australia,2025-11-09,4.0,ZJORDAN@EXAMPLE.NET
11256,Martinez-Nash Hotel,boutique,292.32,4.5,Japan,2025-08-10,1.0,lisa83@example.net
10648,"Pearson, Sexton and Hall Hotel",budget,38.48,3.3,Thailand,2025-04-20,3.0,maddoxlindsay@example.org
2118,"Clarke, Lee and Berry Hotel",Business,285.55,3.1,USA,2025-04-02,3.0,michael79@example.com
2740,"Kennedy, Cohen and Pennington Hotel",Luxury,471.3,2.6,France,2025-01-04,1.0,ASHLEYMOORE@EXAMPLE.ORG
2971,Sanders and Sons Hotel,Business,160.35,4.7,UK,2024-03-06,1.0,hermanjulie@example.com
4844,"Beard, Bailey and Terry Hotel",Business,,3.4,Thailand,2025-04-28,5.0,charlesprice@example.org
2665,"Sanchez, Stark and Hughes Hotel",business,235.17,3.5,USA,02/11/2024,4.0,kathryn26@example.com
8288,"Miller, Bailey and Moreno Hotel",Family,133.17,3.9,Germany,2025-01-26,5.0,sarah39@example.net
4938,Perez Ltd Hotel,Business,190.49,3.5,UK,2025-08-10,2.0,paulevans@example.com
7058,Johnston-Adams Hotel,Family,227.27,4.3,Italy,2025-04-22,3.0,stevensmary@example.net
2498,Mclean-Jones Hotel,Boutique,237.09,,Spain,2025-01-22,3.0,ebennett@example.net
1543,"Lane, Cross and Anderson Hotel",Resort,249.55,4.2,Germany,2025-03-24,2.0,msandoval@example.com
10821,Garrett LLC Hotel,luxury,325.34,4.9,UAE,2026.01.24,5.0,jessicaparker@example.com
1410,Crawford PLC Hotel,Family,133.09,3.8,France,2025-08-12,1.0,BRIAN92@EXAMPLE.COM
7860,Miles LLC Hotel,Business,313.39,3.9,UAE,2025-01-30,2.0,JOHNFOWLER@EXAMPLE.NET
5963,Jones LLC Hotel,Luxury,377.24,3.2,Germany,2025-01-06,,HSHAH@EXAMPLE.COM
7083,Hall and Sons Hotel,luxury,370.56,4.4,Japan,2025-12-29,2.0,DIAZJULIE@EXAMPLE.NET
6236,Cameron-Freeman Hotel,Budget,61.74,4.4,Spain,2025-02-01,4.0,deborah83@example.org
2954,Quinn-Moss Hotel,business,284.65,3.2,Thailand,2024-12-25,1.0,alexandragordon@example.org
4279,Sanders-Murray Hotel,Family,90.68,3.0,UAE,2025-11-17,4.0,gbrown@example.net
8567,Underwood-Richardson Hotel,Budget,24.3,3.6,Singapore,2024-10-01,4.0,joshuawest@example.org
12154,Ramos-Gilbert Hotel,Resort,410.19,4.0,Japan,2024-06-07,2.0,beanjason@example.org
4033,Lawson-Novak Hotel,Resort,232.6,,Thailand,15/04/2024,1.0,hendersonbrian@example.com
3774,"Smith, Norton and Thompson Hotel",Boutique,355.58,4.8,UAE,2025-08-19,4.0,hramos@example.com
9030,Miller Group Hotel,Business,,3.8,Singapore,2025.07.26,1.0,natalie86@example.org
7398,"Morales, Yates and Bentley Hotel",Resort,295.42,4.1,Canada,21/12/2025,2.0,gutierrezgregory@example.com
11046,Avila Group Hotel,Boutique,256.34,3.8,USA,2024-11-22,1.0,erika27@example.net
12572,"Stephens, West and Howard Hotel",family,82.63,3.1,Singapore,2025-04-20,3.0,laura80@example.org
1733,"Hill, Maxwell and Rodriguez Hotel",Luxury,384.8,4.3,Australia,2024-10-10,1.0,anthonyodom@example.net
3474,"Medina, Wise and Aguirre Hotel",resort,376.72,3.0,France,2026-02-14,4.0,robertwright@example.net
12370,Rodriguez-Ramirez Hotel,family,217.48,3.1,France,2025.03.06,2.0,NMADDEN@EXAMPLE.ORG
3231,Gray and Sons Hotel,Resort,274.65,4.9,UAE,2024-10-20,3.0,rossjohn@example.net
7388,Graham-Brown Hotel,Boutique,176.6,,Spain,2025-05-24,4.0,ORAMOS@EXAMPLE.ORG
11986,Keith-Johnson Hotel,Budget,139.16,5.0,Italy,2024-12-20,1.0,JANEMUELLER@EXAMPLE.ORG
9998,Little-Johnson Hotel,Business,189.07,4.8,Thailand,2024-04-09,2.0,mperkins@example.org
7310,Robinson PLC Hotel,Budget,19.2,2.7,France,23/10/2024,3.0,JOAN67@EXAMPLE.NET
4014,"Kirby, Wood and Ramirez Hotel",Luxury,331.67,3.3,Canada,2025-05-21,4.0,cmcdonald@example.com
2595,"Gonzalez, Moore and Nichols Hotel",Family,137.33,3.0,UK,2026.02.28,3.0,KELLYMARTIN@EXAMPLE.COM
12900,Morgan LLC Hotel,business,274.7,4.2,Spain,26/10/2025,1.0,TIMOTHY81@EXAMPLE.COM
8335,"Hall, Robinson and Rogers Hotel",Boutique,291.97,2.9,Spain,2026-01-19,2.0,hopkinskaren@example.org
3210,"Marquez, Velasquez and Brown Hotel",Boutique,225.71,3.0,Spain,2025-05-20,2.0,AMBERHALL@EXAMPLE.ORG
5454,Lee LLC Hotel,Boutique,304.93,2.8,Italy,2025-12-07,4.0,karibrown@example.com
11491,Frederick LLC Hotel,Family,162.56,4.9,Japan,28/01/2026,2.0,andrew66@example.com
8272,Lewis PLC Hotel,Boutique,171.03,3.4,Spain,2024-07-19,4.0,andrew35@example.com
11586,"Ball, Johnson and Adkins Hotel",Business,217.91,4.7,Japan,2025.02.14,3.0,johnsonjessica@example.net
9420,"Kramer, Smith and Turner Hotel",family,213.84,3.1,Thailand,2024-05-29,3.0,garciacharles@example.net
2950,Moreno Group Hotel,Budget,109.96,3.6,UAE,2024-03-19,5.0,carl63@example.com
8021,Fleming-Payne Hotel,Family,91.89,2.5,France,2025-05-05,1.0,tararaymond@example.org
9541,Marshall-Francis Hotel,budget,37.54,3.3,Australia,12/01/2026,5.0,xcox@example.com
11244,Johnson-Casey Hotel,Luxury,428.0,2.9,Canada,2025-06-30,,SCOTTEMILY@EXAMPLE.NET
10517,Davis-Sutton Hotel,Business,293.93,3.3,Japan,2024-07-31,3.0,smithnicole@example.net
3036,Wood Group Hotel,Business,311.08,3.3,USA,2025-12-25,4.0,steven54@example.net
8990,Casey Inc Hotel,Boutique,273.76,,France,2025-09-20,5.0,olsonjacqueline@example.net
5128,"Woods, Decker and Young Hotel",Resort,356.35,4.7,Germany,2025-07-27,4.0,KROBINSON@EXAMPLE.COM
